born_in	category	country	date_of_birth	date_of_death	gender	link	name	place_of_birth	place_of_death	text	year	award_age
United Kingdom	Literature	Australia	1912-05-28	1990-09-30	male	http://en.wikipedia.org/wiki/Patrick_White	Patrick White	Knightsbridge , London	Sydney, Australia	Patrick White ,  born in the United Kingdom , Literature, 1973	1973	61
Australia	Chemistry	Australia	1917-09-07	2013-12-08	male	http://en.wikipedia.org/wiki/John_Warcup_Cornforth	John Warcup Cornforth	Sydney ,  Australia	England	John Warcup Cornforth *, Chemistry, 1975	1975	58
Hungary	Economics	Australia	1920-05-29	2000-08-09	male	http://en.wikipedia.org/wiki/John_Harsanyi	John Harsanyi	Budapest ,  Hungary	Berkeley, California ,  USA	John Harsanyi , Economics, 1994	1994	74
	Physiology or Medicine	Australia	1940-10-15		male	http://en.wikipedia.org/wiki/Peter_C._Doherty	Peter C. Doherty  & Professor  Rolf Zinkernagel	Brisbane		Peter C. Doherty  & Professor  Rolf Zinkernagel , Physiology or Medicine, 1996	1996	56
	Physiology or Medicine	Australia	1937-06-11		male	http://en.wikipedia.org/wiki/Robin_Warren	J. Robin Warren	Adelaide ,  Australia		J. Robin Warren , Physiology or Medicine, 2005	2005	68
	Physiology or Medicine	Australia	1951-09-30		male	http://en.wikipedia.org/wiki/Barry_Marshall	Barry Marshall	Kalgoorlie, Western Australia		Barry Marshall , Physiology or Medicine, 2005	2005	54
Australia	Physiology or Medicine	Australia	1948-11-26		female	http://en.wikipedia.org/wiki/Elizabeth_H._Blackburn	Elizabeth H. Blackburn	Hobart ,  Tasmania , Australia		Elizabeth H. Blackburn *, Physiology or Medicine, 2009	2009	61
	Peace	Argentina	1878-11-01	1959-05-05	male	http://en.wikipedia.org/wiki/Carlos_Saavedra_Lamas	Carlos Saavedra Lamas	Buenos Aires ,  Argentina	Buenos Aires, Argentina	Carlos Saavedra Lamas , Peace, 1936	1936	58
	Physiology or Medicine	Argentina	1887-04-10	1971-09-21	male	http://en.wikipedia.org/wiki/Bernardo_Houssay	Bernardo Houssay	Buenos Aires ,  Argentina	Buenos Aires ,  Argentina	Bernardo Houssay , Physiology or Medicine, 1947	1947	60
France	Chemistry	Argentina	1906-09-06	1987-12-02	male	http://en.wikipedia.org/wiki/Luis_Federico_Leloir	Luis Federico Leloir	Paris ,  France	Buenos Aires ,  Argentina	Luis Federico Leloir , Chemistry, 1970	1970	64
	Peace	Argentina	1931-11-26		male	http://en.wikipedia.org/wiki/Adolfo_P%C3%A9rez_Esquivel	Adolfo Pérez Esquivel	Buenos Aires		Adolfo Pérez Esquivel , Peace, 1980	1980	49
